Sat.ElapsedSecs           Sat.Earth.RMAG            Sat.Earth.Latitude        Sat.Earth.Longitude       Sat.VX                    Sat.VY                    Sat.VZ                    
15455.88234155439         6869.31234163625          -7.438922258002365        -179.4399892784717        1.732009998631969         8.036208269194828         4.366226330027819         
15548.0068270932          6806.21984221542          -4.046744940024374        -173.4384309153311        0.9640767835369338        8.186652805005066         4.446654529619314         
15637.98033449566         6779.2242612979           -0.6398699884486189       -167.5464558281234        0.1889483812628271        8.251203814152269         4.480302039682117         
15726.78191164741         6786.811029724427         2.740007106706544         -161.721872423326         -0.5813000247250131       8.231487620772434         4.468074271228775         
15815.4021269409          6828.099173781311         6.056644771084878         -155.9197330639709        -1.335915764799703        8.130213051775549         4.411468909204496         
15904.84769451432         6902.901754833582         9.276980828828387         -150.0949841178929        -2.065221907780872        7.950789626451816         4.31236778905622          
15996.14352299832         7011.725100108214         12.36862563549626         -144.2052779726971        -2.760257852291689        7.697169479476405         4.172950634866251         
16090.28554908            7155.625121540211         15.29631829332839         -138.2170720222601        -3.412152554366671        7.37408329971801          3.995823710126473         
16188.23344084667         7336.000683485207         18.02133872322634         -132.1091233220766        -4.012137953420026        6.987382765766703         3.784204984788434         
16219.55061564222         7399.634202703984         18.81943723262674         -130.1877875210351        -4.186463565564858        6.855529325326316         3.712116362941752         
16253.1572679989          7470.87752233936          19.63565297698921         -128.1450454429433        -4.364047566586867        6.710606932645513         3.632914619064302         
16307.28945307201         7591.666191114944         20.86255586147579         -124.8992966024927        -4.629609221464894        6.471184764840367         3.502132843117363         
16387.87281074328         7783.976816148037         22.48998515363241         -120.1791464086925        -4.979235347193285        6.105472826761091         3.302502099581898         
16494.18367421022         8057.314693989387         24.28503364972365         -114.1790424720323        -5.361371956463412        5.615943408233249         3.035500144512262         
16602.65031581512         8354.871185853133         25.73176832673311         -108.3504514922711        -5.666891755727829        5.119675390737926         2.7650400201082           
16714.85417154618         8677.958389602323         26.86119015179337         -102.6552853041356        -5.904351261346454        4.619552998796297         2.492675133706399         
16832.38204851514         9028.577272295681         27.69554981078534         -97.06818628491699        -6.079976589647395        4.11747302146471          2.219425570961012         
16956.62987086689         9408.443273779365         28.249690130073           -91.58537836554433        -6.197994650590512        3.615885446462625         1.946615223023838         
17088.62181737786         9818.067294988537         28.5353890450051          -86.22756614675697        -6.261552502729823        3.118620146849163         1.676318827033763         
17229.94321439182         10259.42364901556         28.56590151680716         -80.99848871751303        -6.273704207614851        2.627383947235478         1.409456707308874         
17382.24624975119         10734.25528612289         28.35316157330261         -75.90814160613239        -6.236859274801439        2.144097154252899         1.147065960638262         
17547.03750255285         11243.19052346696         27.90967992500516         -70.97707149710997        -6.153211209020045        1.671517520456427         0.8906383145892203        
17725.74542606017         11785.79343184163         27.25002298335633         -66.22915818621529        -6.025110375989721        1.212718797694368         0.6418359320941757        
17919.63073405204         12360.2023603504          26.3915522168367          -61.68971115592586        -5.855302488369072        0.7710082456051728        0.4024460347162837        
18129.78990613483         12963.13788483362         25.35417429999222         -57.38119171886371        -5.64698433133841         0.3495601175087811        0.1741818202731249        
18357.22720882623         13590.15975125878         24.15903574898205         -53.31930630332258        -5.403641115569117        -0.04896698709236177      -0.04152470642619322      
18602.93557767291         14235.93752538556         22.82684091887361         -49.51133711961809        -5.128780353644815        -0.422624280326813        -0.2436272233554121       
18678.51277379086         14427.78041647947         22.4134761847201          -48.4441209572706         -5.042788602966959        -0.5271646381813455       -0.3001430265463754       
18747.54985595355         14600.19613596072         22.0354548885137          -47.50772447802905        -4.963872482239466        -0.6187671870083419       -0.3496537016240949       
18813.92930630827         14763.41978235419         21.67200129002942         -46.64012164550245        -4.887754833509937        -0.7035081024074384       -0.3954463078589417       
18978.82315800525         15158.00645245698         20.77118790400083         -44.61337959806286        -4.698109586190299        -0.9008011217657999       -0.5020228510295904       
19272.33346751891         15821.91774873539         19.18382676217176         -41.40276805566364        -4.360695638109229        -1.210463750543139        -0.6691818767614796       
19588.46181688132         16482.14286994974         17.50871154406862         -38.41457295028471        -4.000513552964404        -1.493556001374755        -0.8218443015637209       
