Sat3.ElapsedSecs          Sat3.Earth.Latitude       Sat3.Earth.Longitude      
0                         -0.07165740169100192      139.4206513560314         
59.99999988125637         2.878921748265233         141.2166630815157         
152.2271698107943         7.405320782970347         144.0016437766523         
250.5010247812606         12.20160017271899         147.041709599854          
349.4568411377259         16.98394817550468         150.2297122291843         
448.5043268068694         21.70118235176475         153.6062610459963         
547.5823079352267         26.32441570529861         157.2358588770051         
646.687916025985          30.82228469649072         161.1953224364668         
726.3330627582036         34.31939690816186         164.6756873433849         
749.8241091496311         35.32707737190427         165.7612932447618         
773.6903395853005         36.33849795536982         166.8944262234017         
803.0848303693347         37.56592979546284         168.3341489803724         
848.7085189204663         39.42760040654142         170.6718840655219         
939.3690162221901         42.94639411487717         175.7310889783792         
1037.602089880966         46.42910924860141         -178.0778090246007        
1136.741781409364         49.50560745793276         -170.9823830228601        
1158.620310772676         50.11462156216744         -169.2949962551996        
1182.313511695247         50.74256248068739         -167.4174294339073        
1211.358711286448         51.46521991653164         -165.0448949673355        
1256.816363660619         52.48526894032965         -161.1784494125675        
1347.362995531876         54.07356220102701         -152.9646626119193        
1445.640776690561         55.05422860787705         -143.4538261923857        
1544.834206171799         55.19554556284587         -133.5722181272459        
1644.138426391874         54.47325778266023         -123.8280105126745        
1743.456976837479         52.93735969119487         -114.6241511635456        
1842.777535167988         50.68382648249059         -106.2213889368156        
1942.094390478451         47.82881701037486         -98.72340273433852        
2041.404828603845         44.48714231719403         -92.11197642394012        
2140.704914554954         40.76019828372208         -86.29927785367632        
2239.992968284059         36.73183488911593         -81.16971263286949        
2266.456853609998         35.61606992127487         -79.90248943776869        
2296.733704197686         34.32056289288977         -78.49905941451583        
2377.45824434096          30.77835671127276         -74.97650499902227        
2474.423594854306         26.38173767346897         -71.10609377800451        
2573.369337210897         21.77066142921621         -67.48129297841001        
2672.525122622028         17.05432372253168         -64.10167562610559        
2696.30369291408          15.91204634454923         -63.32128771585625        
2729.024845396634         14.33424372003416         -62.26337106050525        
2813.190543826204         10.24936660709518         -59.61341220831746        
2910.545797110535         5.490056769489125         -56.64088352059982        
3009.483224095311         0.6333998020734984        -53.67427007438619        
3108.593042206485         -4.234021431753623        -50.70875717241429        
3207.718377420679         -9.086577545592053        -47.70044104780494        
3306.847253465094         -13.90496920096746        -44.59918307648269        
3405.984115158208         -18.66898043554285        -41.35030334389413        
3505.133897345513         -23.35557106383127        -37.89270154882507        
3604.301442147698         -27.93745682754538        -34.15637928080616        
3703.491371660493         -32.38133720545861        -30.05996794995096        
3802.707906276919         -36.64564762663797        -25.50877415006826        
3863.976560009178         -39.1663202300165         -22.42525047904341        
3896.901007380802         -40.47911149895539        -20.6703123476238         
3926.901607203763         -41.64712200348553        -19.00683015426339        
3974.468983663246         -43.43861561318697        -16.23508602311415        
4065.810505987611         -46.63959821180025        -10.40880772085294        
4164.18288530549          -49.66152741402266        -3.319232101520935        
4263.386410474777         -52.15542344251072        4.73342143251493          
4362.690994678997         -53.97807825723415        13.65160661150498         
4462.010305153672         -55.02017691797302        23.23062947008639         
4561.331557820085         -55.21055306574419        33.11967910097834         
4660.650454019196         -54.53526096388909        42.88544171534216         
4759.963103709742         -53.0419720626796         52.12870784337003         
4859.266347647645         -50.82481610474691        60.58084905195078         
4958.55760902632          -47.99943449049142        68.13028491719942         
5057.835486601107         -44.68109154983777        74.7898865692506          
5157.095489976928         -40.97213712328203        80.64480012300868         
5213.675200939178         -38.71609259309456        83.66626176369859         
5277.435770281591         -36.07108956990795        86.83062856416102         
5346.597329049837         -33.09725530278386        90.0091396266383          
5438.634089066181         -29.00022372340414        93.89026471781746         
5536.97164314799          -24.48214743757107        97.67683226180628         
5636.003456125036         -19.81939422501582        101.1951176777675         
5735.092329431791         -15.069389953182          104.4911190362144         
5834.172371251043         -10.25944593395526        107.6252924206787         
5933.240656508133         -5.410806658396522        110.6534723045428         
6032.292879628949         -0.542812951512358        113.6268561695454         
6131.333808554336         4.326635616718542         116.5945214635586         
6230.370915960521         9.179880007948892         119.605360875132          
6329.41103487974          13.998450034734           122.7101236370596         
6428.460143704433         18.76209166460567         125.9636257606941         
6527.526108326856         23.44776856714583         129.4272028541168         
6626.614570186939         28.02806541749042         133.1710769999467         
6725.730193499476         32.46947779620994         137.2768580779906         
6824.877576471772         36.73020744219058         141.8395128511482         
6924.073694658            40.75789668699557         146.9682924361765         
7023.293103429023         44.48437408480986         152.7799906890362         
7122.534579760395         47.8258103389139          159.3901716098231         
7183.947362413164         49.65676891806273         163.9206297647762         
7204.368887760211         50.2197932150214          165.5044924950565         
7229.884149308782         50.8886072972925          167.5379099868647         
7259.801350871567         51.62123336355116         169.9986538414783         
7306.522298546042         52.6465783538325          174.0025138157201         
7397.737407416571         54.1897329744904          -177.6658789847657        
7496.09627625905          55.09996166160075         -168.1071971522772        
7595.29846367659          55.16573089820529         -158.2202047520097        
7694.602925924119         54.36988041126208         -148.5089951946388        
7793.920665734913         52.76732791066695         -139.3669619683841        
7893.238885200117         50.45685247210682         -131.0410847636102        
7992.553370841779         47.55520405965245         -123.622419238            
8091.861305711791         44.17636358330205         -117.0846675450979        
8191.160442098044         40.42020406445499         -111.3360857717481        
8290.446703252383         36.36913264851727         -106.2602623154807        
8316.749462729786         35.25508217255987         -105.0131536859393        
8343.765510432422         34.09520753174302         -103.7705044708593        
8387.223574414384         32.19886946268612         -101.8475060931329        
8477.532219118439         28.15308428124522         -98.11725039729394        
8575.696997030172         23.62393480829995         -94.40199122438889        
8674.769146239851         18.94642842841329         -90.93282735501019        
8730.032032344025         16.30122545871545         -89.09384200753682        
8792.707020230591         13.2767131991803          -87.07403368186566        
8856.426159187686         10.18061676545776         -85.07771397698495        
8950.751629192382         5.569553584461352         -82.19773717611561        
9049.339895427693         0.7303981788169981        -79.24106191085123        
9148.407544812653         -4.134912978498463        -76.27718167767227        
9247.526530106552         -8.987485702369309        -73.27044227104149        
9346.652732533403         -13.80646957644966        -70.17172940124398        
9445.78692909563          -18.57151841176065        -66.92658684364692        
9544.933465600479         -23.25963990443471        -63.47410043031167        
9644.098447740544         -27.84371765308569        -59.74444669506422        
9743.285223038401         -32.29054241782094        -55.65657565170128        
9842.497031204402         -36.55871514839444        -51.11615262714591        
9903.413401090074         -39.06826698670753        -48.05868485247322        
9928.553322691005         -40.07517834858699        -46.72922157909991        
9953.350379713811         -41.05029350657508        -45.3763692340793         
10024.45939604659         -43.73642000777664        -41.25127409745207        
10118.01985152997         -46.97933719189257        -35.21138167057412        
10216.6776767699          -49.95679115675875        -28.00709775968454        
10315.91746708145         -52.38484425531873        -19.85511951814199        
10415.22969621001         -54.12837186725769        -10.85334247244548        
10514.55274176551         -55.08146198613679        -1.221948429192115        
10613.87561538722         -55.17834302756185        8.674877370993045         
10713.19552715868         -54.41186536368397        18.40175509416907         
10812.50879763393         -52.83570065027678        27.56995483775804         
10911.8113968987          -50.5475382645594         35.92771491690862         
11011.10041748034         -47.66390568360728        43.3790590298331          
11110.37446410628         -44.29911236733632        49.94714787687661         
11209.62948580272         -40.55372018865044        55.72210248288544         
11252.20068732742         -38.85161335480517        57.98490288902498         
11278.91950865742         -37.75789247191252        59.34582553730239         
11309.84905448277         -36.46930210647465        60.86773983309628         
11393.18234726088         -32.89068410777374        64.70867959459198         
11490.42216005037         -28.55023773680025        68.77934423536298         
11589.34596026083         -23.99209035529162        72.55449972619589         
11688.43952764291         -19.31614874974786        76.04799023383362         
11787.53365923185         -14.55834186226734        79.3241916727082          
11886.61060812883         -9.743367421890671        82.44454161488599         
11985.67477671895         -4.891861124660348        85.46452514201057         
12084.72552472958         -0.02283430073463424      88.4350907304371          
12183.76666927943         4.845818708906917         91.40515787483382         
12282.80497173546         9.696361129481181         94.42369932315994         
12381.84673832729         14.51015621963664         97.54178163632905         
12480.89973184979         19.26678338618007         100.8148586312277         
12579.96943281032         23.94270306462921         104.3050306697157         
12679.0613836376          28.50993944435564         108.0836222832659         
12778.18094099639         32.93424706893583         112.2336217260721         
12835.21237168461         35.39828247827897         114.8260585238118         
12859.79498043889         36.43893870144922         115.9960508864066         
12890.30225405004         37.71066066979142         117.4956334066141         
12971.43001287477         40.97299341036441         121.7645506559305         
13068.42242708663         44.60110788971202         127.4778969641436         
13167.40893661045         47.92013792891331         134.0980932835773         
13229.91946621332         49.77188788024196         138.7301460384388         
13252.54215801833         50.38871767242846         140.4957321161878         
13273.39455164038         50.93025936845398         142.1652776991853         
13336.59486545948         52.40174765892072         147.4681226862469         
13430.96802273067         54.070908923235           156.0138251529665         
13529.70858269837         55.05477219836721         165.5698955722515         
13628.95391795319         55.19245810233703         175.4566569389819         
13728.26308307704         54.46631094432308         -174.800637481437         
13827.58217069786         52.92695303070469         -165.6002432054535        
13926.9016807666          50.67054030175978         -157.2018421253763        
14026.21705782367         47.81325613448594         -149.7083118963722        
14125.52573354915         44.46986262541381         -143.1009877419843        
14224.82577958144         40.74159625671689         -137.2917310051216        
14324.1147093242          36.71223989241557         -132.1649850723475        
14353.15813331399         35.48664793207354         -130.7770363803865        
14383.0537758884          34.20572906322982         -129.3957228355939        
14415.66952132853         32.78754516849579         -127.9400627824881        
14484.93553505978         29.71168770044818         -125.0099465057854        
14580.24430131773         25.35930366953588         -121.2862249302219        
14679.00015773484         20.73375939187314         -117.7306877606923        
14778.12798646046         16.00159276221405         -114.3987620544293        
14802.66831553308         14.81924463575615         -113.6029521956924        
14828.7135511986          13.56046412416685         -112.7689055165106        
14907.14328603353         9.749354717076633         -110.3128079717985        
15003.68912061676         5.027196724864255         -107.3725551807261        
15102.52620427636         0.1748534440777204        -104.4116801610586        
15201.61982635036         -4.690696574991361        -101.4448237530727        
15300.74003529735         -9.540215314462589        -98.43021310990758        
15399.86601424171         -14.35385683696532        -95.31769915388044        
15499.00007658871         -19.11109253569911        -92.05218196140439        
15598.14824096393         -23.78860816882403        -88.57181276451686        
15697.31360971928         -28.35856540310404        -84.80571063497135        
15796.50125505868         -32.78702840538331        -80.67134116730848        
15895.71354727959         -37.03146675097796        -76.07283616403186        
15953.52856196696         -39.39871981714027        -73.1367790872772         
15980.15862742905         -40.45844840563295        -71.71275091773776        
16010.91974289156         -41.6560811273671         -70.00740532157725        
16093.97398461588         -44.73006684204308        -65.05245366771705        
16191.28379017347         -47.97905167810212        -58.52561051873505        
16290.36404918879         -50.8010821566076         -51.00277464172167        
16389.65568963904         -53.02306604323115        -42.56273985296744        
16488.97607414983         -54.52323624481382        -33.32766043266704        
16588.30075134756         -55.20643191605679        -23.56606265462618        
16687.6247741282          -55.02421963060172        -13.67616193491349        
16786.94388595177         -53.98972130202268        -4.091519706079392        
16886.25427787192         -52.17325189760714        4.836397334158484         
16985.55308453506         -49.68126524991795        12.90724275821637         
17084.83636780875         -46.63148607666211        20.0686125340852          
17184.10232946044         -43.13463301688643        26.37062356368565         
17283.34990834119         -39.28565812546073        31.91555060919917         
17306.67630942771         -38.33851899222709        33.1218490107465          
17336.19152036263         -37.11972071919199        34.60015229087564         
17365.61717296718         -35.8834882801379         36.02338510800163         
17429.24869704293         -33.14514149473516        38.94232176493662         
17523.51072222227         -28.94910539073285        42.91773631386601         
17622.11133657256         -24.41728367332439        46.7105555655632          
17721.17056434508         -19.75179331259506        50.22648634358228         
17820.26106709382         -15.00060269163634        53.52011284032478         
17919.33805496665         -10.19000553673152        56.65258725847931         
18018.40209531365         -5.341050679975219        59.679784313419           
18117.45313752908         -0.472853304549876        62.65297924306962         
18216.49415006395         4.39660272149118          65.62117616236752         
18315.53190402919         9.249614267915589         68.63326283341702         
18414.57167373737         14.06761266488158         71.73998745671264         
18513.62213257235         18.83043729860459         74.99633220830131         
18612.68894303357         23.5148894507897          78.46367861127047         
18711.77901830524         28.09353484956158         82.21244680013272         
18810.89622485451         32.53272272397895         86.32440527933497         
18872.1352368244          35.1872206889381          89.08666924050588         
18902.88907480426         36.49039294170705         90.54730174804878         
18932.47024136363         37.72296573348435         92.00268012631507         
19012.89454676444         40.95715308860183         96.23428866330185         
19109.81076790486         44.58391066550773         101.9399050088836         
19208.7889906601          47.9047696737491          108.5553890340382         
19285.70886362577         50.15487686005125         114.3030075025151         
19307.18728546053         50.72355838459416         116.0059380481502         
